what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.epp.usagedata.ui,1.0.1.R200809220400,org.eclipse.epp.usagedata.ui,1363042324339
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1363042325525
