what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1361580077127
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1361580080855
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1361580093398
opened,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1361580093554
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1361580093585
started,bundle,org.eclipse.jdt.junit,3.4.0.v20080603-2000,org.eclipse.jdt.junit,1361580107500
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1361580126922
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1361580140276
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1361580143333
closed,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1361580147296
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1361580147327
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1361580147327
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1361580150385
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1361580156625
opened,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1361580156749
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1361580156765
started,bundle,org.eclipse.mylyn.java.ui,3.1.1.v20090411-0400-e3x,org.eclipse.mylyn.java.ui,1361580201443
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1361580201584
started,bundle,org.eclipse.debug.ui,3.4.2.v20090110_r342,org.eclipse.debug.ui,1361580221770
started,bundle,org.eclipse.jdt.debug,3.4.1.v20081216_r342,org.eclipse.jdt.debug,1361580221848
started,bundle,org.eclipse.jdt.debug.ui,3.3.1.v20080730_r341,org.eclipse.jdt.debug.ui,1361580221895
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1361580222160
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1361580223315
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1361580225857
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1361580227043
