what,kind,bundleId,bundleVersion,description,time
opened,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1361580228806
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1361580228899
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1361580231754
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1361580265965
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1361580269366
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1361580270333
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1361580270505
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1361580270645
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1361580270817
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1361580285871
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1361580285933
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.undo,1361580306478
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.undo,1361580306899
started,bundle,org.eclipse.mylyn.java.tasks,3.1.1.v20090411-0400-e3x,org.eclipse.mylyn.java.tasks,1361580306946
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1361580310004
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1361580310971
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1361580312656
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1361580314200
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1361580332921
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1361580340652
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1361580351947
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1361580379949
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1361580542177
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1361580551553
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1361580552083
