what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1307218939402
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.undo,1307218940746
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.undo,1307218941303
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1307218942615
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1307218950042
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1307218953407
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1307218955078
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1307218958643
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1307218977740
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1307218979083
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1307218979531
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1307218991073
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1307218991490
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1307219007727
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1307219008878
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1307219009397
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1307219010359
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1307219010887
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1307219012741
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1307219013558
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.refresh,1307219017572
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1307219019990
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1307219023613
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.refresh,1307219030145
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1307219034602
